ID,NAME,SURNAME,SENIORITY,TRANSPORT,TIME_MINUTES
58333,Maciej,Gonet,1,Samochód,80
58334,Jerzy,Stiller,3,Skuter,55
58335,Maciej,Morka,4,Rower,66
58336,Ernest,Karol,4,Rower,26
58337,Krzysztof,Matulewicz,4,Samochód,32
58338,Szymon,Lejman,4,Skuter,21
58339,Franciszek,Plona,3,Hulajnoga,62
58340,Jan,Hapka,1,Rower,19
58341,Stanisław,Garczyk,2,Rower,72
58342,Maciej,Mainka,1,Hulajnoga,49
58343,Konrad,Mądro,4,Rower,44
58344,Sonia,Paździora,4,Skuter,80
58345,Marcelina,Gasz,3,Samochód,32
58346,Konrad,Staniczek,4,Hulajnoga,39
58347,Jerzy,Kleinschmidt,4,Rower,70
58348,Bruno,Serwa,3,Hulajnoga,56
58349,Leonard,Warzybok,2,Hulajnoga,70
58350,Marek,Mrózek,1,Rower,4
58351,Maurycy,Cudzich,3,Pieszo,35
58352,Kaja,Daniec,4,Skuter,88
58353,Malwina,Trochim,1,Samochód,44
58354,Natasza,Kiszczak,1,Samochód,56
58355,Kacper,Toborek,1,Skuter,71
58356,Sonia,Kruszona,3,Pieszo,55
58357,Kazimierz,Tywoniuk,4,Hulajnoga,76
58358,Gaja,Liss,3,Hulajnoga,44
58359,Daniel,Makles,4,Skuter,14
58360,Radosław,Filusz,2,Skuter,0
58361,Maurycy,Lato,4,Hulajnoga,67
58362,Tola,Hadała,4,Pieszo,50
58363,Julita,Majczyna,4,Pieszo,18
58364,Gaja,Molga,1,Pieszo,32
58365,Klara,Szaruga,4,Pieszo,68
58366,Tymon,Dawidczyk,4,Skuter,43
58367,Karina,Mysior,2,Hulajnoga,14
58368,Sandra,Kut,1,Rower,34
58369,Patryk,Bełza,3,Pieszo,12
58370,Bruno,Wawrzynek,4,Pieszo,56
58371,Wiktor,Galik,1,Skuter,28
58372,Kajetan,Gomoła,4,Hulajnoga,1
58373,Kornelia,Kuświk,4,Samochód,3
58374,Elżbieta,Rawa,1,Rower,42
58375,Julian,Kacperek,3,Pieszo,70
58376,Marcin,Oleśkiewicz,3,Samochód,44
58377,Kornelia,Szwaja,2,Pieszo,2
58378,Eliza,Pierchała,3,Pieszo,84
58379,Natasza,Kuciel,1,Skuter,12
58380,Aleks,Kazberuk,1,Skuter,14
58381,Miłosz,Bartocha,2,Samochód,52
58382,Sandra,Piksa,1,Hulajnoga,70
58383,Oskar,Witoń,4,Skuter,41
58384,Oliwier,Dzikiewicz,4,Pieszo,34
58385,Ksawery,Gałaj,4,Skuter,33
58386,Natasza,Koczy,3,Rower,24
58387,Bartek,Paczos,2,Samochód,35
58388,Kornelia,Andrukiewicz,4,Pieszo,67
58389,Wojciech,Cyrulik,1,Skuter,72
58390,Szymon,Sass,2,Samochód,73
58391,Nataniel,Błasik,3,Samochód,83
58392,Nicole,Kretowicz,1,Rower,77
58393,Sonia,Dziurla,3,Pieszo,61
58394,Juliusz,Kajdan,4,Samochód,18
58395,Eliza,Wąsala,2,Pieszo,10
58396,Karina,Kukawka,3,Samochód,36
58397,Leonard,Palonek,4,Hulajnoga,82
58398,Blanka,Sobisz,2,Pieszo,63
58399,Tymon,Kusek,4,Samochód,16
58400,Malwina,Ziemkiewicz,1,Rower,13
58401,Natan,Gruszczyk,2,Skuter,87
58402,Natasza,Dub,1,Skuter,53
58403,Patryk,Nasiadka,2,Hulajnoga,65
58404,Urszula,Kasak,4,Rower,21
58405,Antoni,Bernard,3,Samochód,39
58406,Rozalia,Mortka,1,Pieszo,16
58407,Andrzej,Kulisz,2,Skuter,86
58408,Jacek,Poreda,2,Hulajnoga,25
58409,Julianna,Kręcichwost,3,Skuter,37
58410,Dawid,Buszkiewicz,4,Samochód,61
58411,Sebastian,Miodek,3,Hulajnoga,35
58412,Olga,Konat,3,Samochód,83
58413,Nicole,Wandas,4,Skuter,14
58414,Fabian,Porwoł,4,Hulajnoga,69
58415,Sylwia,Olchawa,4,Skuter,3
58416,Elżbieta,Gągała,2,Rower,14
58417,Maksymilian,Litwiniuk,3,Samochód,84
58418,Antoni,Wołodźko,1,Rower,82
58419,Apolonia,Pietrek,2,Pieszo,72
58420,Bianka,Kręcisz,2,Samochód,82
58421,Miłosz,Hamerla,1,Hulajnoga,71
58422,Mariusz,Rećko,1,Hulajnoga,55
58423,Jan,Błasik,4,Rower,24
58424,Fabian,Staśko,2,Rower,35
58425,Krzysztof,Parkitny,2,Rower,38
58426,Jerzy,Kornek,3,Pieszo,5
58427,Tola,Koperek,2,Rower,43
58428,Adrian,Słoń,3,Samochód,45
58429,Miłosz,Tomzik,1,Pieszo,46
58430,Sonia,Gryska,4,Hulajnoga,40
58431,Anastazja,Opas,3,Samochód,20
58432,Stefan,Molak,2,Skuter,68
58433,Urszula,Freitag,2,Hulajnoga,66
58434,Miłosz,Młot,3,Skuter,82
58435,Michał,Piesik,2,Rower,23
58436,Urszula,Kęsek,3,Hulajnoga,7
58437,Dominik,Niemczuk,4,Hulajnoga,86
58438,Józef,Ulfik,4,Pieszo,42
58439,Cyprian,Simon,2,Hulajnoga,0
58440,Gabriel,Franas,3,Pieszo,47
58441,Michał,Bździuch,2,Rower,20
58442,Rafał,Ciastek,1,Hulajnoga,0
58443,Maks,Lizurej,2,Pieszo,54
58444,Szymon,Dytko,1,Hulajnoga,40
58445,Aniela,Doliwa,3,Hulajnoga,19
58446,Mieszko,Kiedrowicz,1,Rower,77
58447,Adam,Zinkiewicz,4,Skuter,77
58448,Maurycy,Zackiewicz,4,Hulajnoga,25
58449,Gabriel,Gierasimiuk,2,Pieszo,29
58450,Aleksander,Pielka,2,Pieszo,4
58451,Ignacy,Krywult,2,Pieszo,28
58452,Łukasz,Reich,1,Rower,55
58453,Sandra,Kajstura,1,Skuter,20
58454,Aurelia,Krzyk,2,Skuter,89
58455,Sara,Jamrożek,3,Samochód,32
58456,Natasza,Hak,3,Pieszo,11
58457,Krystian,Czerner,2,Pieszo,46
58458,Witold,Tylek,3,Rower,52
58459,Robert,Przewoźnik,4,Samochód,53
58460,Konstanty,Jurczuk,3,Samochód,71
58461,Lidia,Faruga,2,Hulajnoga,78
58462,Iwo,Dzidek,4,Skuter,42
58463,Hubert,Steinke,1,Skuter,50
58464,Marcin,Klęk,1,Hulajnoga,54
58465,Julita,Hendzel,2,Samochód,21
58466,Adam,Pietraś,2,Rower,73
58467,Rafał,Michel,1,Skuter,73
58468,Sylwia,Rudzik,1,Skuter,40
58469,Aleksander,Chabior,1,Hulajnoga,52
58470,Konrad,Ochwat,2,Rower,80
58471,Jacek,Parada,2,Pieszo,48
58472,Janina,Poreda,3,Pieszo,31
58473,Emil,Mokwa,3,Samochód,67
58474,Bartek,Kurp,3,Skuter,72
58475,Nela,Wenda,4,Samochód,85
58476,Dorota,Krenc,1,Rower,49
58477,Tymoteusz,Wujec,4,Rower,7
58478,Olgierd,Maligłówka,3,Skuter,86
58479,Norbert,Lula,3,Skuter,85
58480,Klara,Pajda,3,Samochód,58
58481,Norbert,Lemanowicz,1,Hulajnoga,4
58482,Grzegorz,Sobolak,3,Pieszo,34
58483,Mariusz,Niksa,2,Pieszo,30
58484,Kazimierz,Sołtysek,4,Pieszo,66
58485,Roksana,Chlebda,1,Pieszo,80
58486,Gustaw,Jankowicz,1,Hulajnoga,75
58487,Julianna,Krzykała,1,Skuter,55
58488,Bartek,Gołoś,1,Rower,3
58489,Krystyna,Semik,4,Samochód,81
58490,Ignacy,Hajdasz,2,Rower,53
58491,Maks,Józwik,2,Hulajnoga,80
58492,Lidia,Kalka,4,Pieszo,6
58493,Ada,Kosznik,2,Skuter,39
58494,Monika,Gmur,2,Pieszo,11
58495,Apolonia,Bazyluk,1,Samochód,83
58496,Daniel,Kieloch,3,Rower,36
58497,Robert,Buchalik,4,Rower,56
58498,Nikodem,Kramer,2,Skuter,78
58499,Kacper,Andrukiewicz,3,Pieszo,51
58500,Sandra,Tonder,2,Rower,86
58501,Justyna,Laszkiewicz,3,Samochód,56
58502,Sonia,Dyś,1,Hulajnoga,20
58503,Igor,Klos,3,Pieszo,78
58504,Dawid,Posmyk,1,Samochód,50
58505,Marianna,Minkiewicz,1,Skuter,29
58506,Jacek,Prochownik,1,Skuter,27
58507,Ernest,Honkisz,2,Pieszo,82
58508,Albert,Trybus,1,Pieszo,27
58509,Norbert,Gemza,1,Pieszo,67
58510,Przemysław,Cholewka,4,Skuter,24
58511,Tobiasz,Zięciak,3,Skuter,40
58512,Nikodem,Madera,2,Hulajnoga,13
58513,Malwina,Cheba,2,Samochód,63
58514,Anna Maria,Budner,2,Skuter,85
58515,Dariusz,Owsianka,1,Rower,39
58516,Grzegorz,Dąbrowicz,1,Skuter,5
58517,Krystian,Skałka,1,Skuter,82
58518,Filip,Tuzimek,4,Hulajnoga,42
58519,Paweł,Matus,1,Rower,19
58520,Julita,Hajder,2,Hulajnoga,59
58521,Michał,Stark,2,Hulajnoga,87
58522,Igor,Gumieniak,3,Samochód,68
58523,Marcel,Piegza,4,Skuter,52
58524,Tymoteusz,Gogol,1,Hulajnoga,43
58525,Eliza,Szkopek,2,Pieszo,25
58526,Przemysław,Głowienka,4,Samochód,66
58527,Szymon,Bodziony,3,Samochód,65
58528,Nikodem,Raba,3,Samochód,89
58529,Agnieszka,Małys,3,Hulajnoga,3
58530,Rozalia,Koronkiewicz,2,Samochód,84
58531,Antoni,Wardziak,2,Pieszo,24
58532,Borys,Stoltmann,3,Hulajnoga,52
58533,Adam,Michel,1,Hulajnoga,20
58534,Adrianna,Śmieszek,2,Hulajnoga,27
58535,Antoni,Wrochna,3,Skuter,57
58536,Patryk,Dorociak,2,Hulajnoga,72
58537,Maksymilian,Kajdan,3,Pieszo,34
58538,Kamil,Schwarz,3,Pieszo,13
58539,Borys,Świt,2,Skuter,61
58540,Sylwia,Irzyk,3,Skuter,21
58541,Ida,Beker,4,Rower,46
58542,Maksymilian,Kwak,3,Samochód,19
58543,Kamil,Putek,3,Samochód,19
58544,Bruno,Zawalich,4,Rower,44
58545,Maks,Wandzel,1,Samochód,13
58546,Karina,Doruch,4,Rower,67
58547,Mieszko,Potęga,2,Hulajnoga,82
58548,Iwo,Proć,2,Samochód,73
58549,Urszula,Pachuta,4,Skuter,62
58550,Marcelina,Piekart,3,Hulajnoga,69
58551,Lidia,Walus,3,Samochód,46
58552,Marcelina,Dzienis,2,Rower,0
58553,Jacek,Feret,4,Pieszo,14
58554,Anastazja,Szłapka,3,Pieszo,79
58555,Bartek,Ciuruś,4,Pieszo,66
58556,Przemysław,Rozmiarek,1,Hulajnoga,25
58557,Nikodem,Bulanda,1,Samochód,56
58558,Maciej,Wojtera,4,Hulajnoga,62
58559,Tymon,Kowalówka,1,Hulajnoga,9
58560,Arkadiusz,Naumiuk,4,Rower,7
58561,Sylwia,Brachman,1,Pieszo,40
58562,Ida,Wochna,2,Rower,31
58563,Grzegorz,Hapka,4,Samochód,0
58564,Bruno,Zioła,4,Hulajnoga,18
58565,Jeremi,Cyroń,2,Samochód,49
58566,Patryk,Moniuszko,2,Skuter,35
58567,Paweł,Adamów,2,Samochód,50
58568,Antoni,Boruc,3,Skuter,2
58569,Roksana,Roszko,3,Skuter,74
58570,Bianka,Jarmużek,1,Samochód,17
58571,Antoni,Krężołek,2,Hulajnoga,78
58572,Dominik,Godyń,2,Hulajnoga,60
58573,Ernest,Neugebauer,2,Pieszo,90
58574,Ewa,Leoniak,3,Samochód,66
58575,Olgierd,Elwart,1,Rower,46
58576,Angelika,Opalach,1,Samochód,42
58577,Andrzej,Lang,4,Skuter,2
58578,Natan,Hajdukiewicz,4,Rower,49
58579,Mieszko,Breś,3,Hulajnoga,16
58580,Krzysztof,Knych,4,Hulajnoga,70
58581,Kajetan,Paździora,4,Pieszo,52
58582,Oskar,Manista,4,Skuter,39
58583,Kacper,Taciak,2,Pieszo,86
58584,Robert,Mizak,2,Samochód,63
58585,Tymon,Wyskiel,2,Skuter,63
58586,Robert,Wyrobek,4,Samochód,70
58587,Daniel,Kurcz,3,Hulajnoga,10
58588,Mateusz,Oleśkiewicz,1,Rower,57
58589,Sandra,Zawalich,4,Hulajnoga,44
58590,Dagmara,Para,2,Skuter,83
58591,Malwina,Nikołajuk,2,Hulajnoga,48
58592,Patryk,Leśna,3,Rower,60
58593,Tymon,Margol,3,Hulajnoga,23
58594,Fabian,Oczko,1,Samochód,28
58595,Mikołaj,Kołaczek,3,Pieszo,70
58596,Nela,Piekart,4,Skuter,65
58597,Maks,Florian,4,Pieszo,8
58598,Aurelia,Wojtaszak,4,Hulajnoga,50
58599,Tadeusz,Filiks,3,Samochód,89
58600,Ewa,Szymula,1,Skuter,71
58601,Marcelina,Cłapa,3,Rower,58
58602,Maurycy,Wawrzynek,2,Samochód,9
58603,Witold,Fierek,3,Pieszo,79
58604,Michał,Andrys,4,Hulajnoga,10
58605,Fabian,Bytner,3,Skuter,66
58606,Marcelina,Stanaszek,1,Rower,4
58607,Iwo,Bogusiewicz,1,Hulajnoga,56
58608,Julianna,Kempka,3,Hulajnoga,17
58609,Ida,Ładziak,4,Samochód,59
58610,Ignacy,Bryczek,2,Hulajnoga,77
58611,Maksymilian,Staśko,3,Samochód,49
58612,Ryszard,Hamerla,1,Pieszo,24
58613,Róża,Miodek,1,Samochód,21
58614,Kazimierz,Koczy,2,Hulajnoga,13
58615,Robert,Leszczak,1,Rower,14
58616,Przemysław,Bartłomiejczyk,2,Samochód,28
58617,Nela,Bereda,2,Skuter,86
58618,Anna Maria,Dolega,1,Samochód,49
58619,Rafał,Rok,3,Hulajnoga,12
58620,Eliza,Andryszczyk,2,Rower,62
58621,Urszula,Sołek,4,Samochód,63
58622,Krystian,Jakubiuk,1,Samochód,65
58623,Mieszko,Wiewiórka,1,Hulajnoga,60
58624,Eryk,Flasza,3,Skuter,41
58625,Krystian,Duc,2,Hulajnoga,62
58626,Lidia,Matynia,1,Skuter,8
58627,Aleksander,Orman,4,Samochód,7
58628,Anna Maria,Kłosowicz,1,Pieszo,76
58629,Ewelina,Gumienny,4,Samochód,42
58630,Albert,Płocharczyk,2,Rower,16
58631,Marianna,Dziechciarz,3,Pieszo,13
58632,Sebastian,Broniek,4,Rower,80
58633,Ernest,Hanke,2,Rower,84
58634,Bruno,Jagiełka,3,Skuter,43
58635,Jakub,Sobuś,4,Hulajnoga,64
58636,Stanisław,Oleksak,2,Skuter,45
58637,Marcel,Jakimiak,4,Rower,14
58638,Leon,Kowalówka,2,Hulajnoga,45
58639,Angelika,Gogola,2,Pieszo,82
58640,Marek,Sobel,1,Samochód,72
58641,Stanisław,Fijoł,1,Skuter,51
58642,Sebastian,Sprawka,4,Skuter,61
58643,Jacek,Arendarczyk,1,Rower,75
58644,Jeremi,Świętoń,1,Skuter,43
58645,Kaja,Sura,2,Rower,1
58646,Jacek,Pietrusiewicz,3,Pieszo,17
58647,Monika,Iskierka,3,Pieszo,38
58648,Oskar,Dudkowiak,1,Skuter,48
58649,Kacper,Brachman,3,Samochód,29
58650,Szymon,Dietrich,2,Skuter,21
58651,Anastazja,Kunka,3,Pieszo,47
58652,Julian,Graban,2,Skuter,38
58653,Monika,Więcławek,3,Skuter,8
58654,Stefan,Gill,4,Pieszo,11
58655,Maciej,Małys,4,Pieszo,44
58656,Leonard,Sypek,3,Rower,4
58657,Natan,Bondyra,3,Samochód,57
58658,Olaf,Ćwirko,1,Rower,86
58659,Jacek,Królikiewicz,2,Pieszo,54
58660,Błażej,Namysł,3,Pieszo,45
58661,Aurelia,Cop,1,Pieszo,80
58662,Jeremi,Broniarek,3,Samochód,23
58663,Kornel,Mrotek,2,Rower,22
58664,Tobiasz,Drewniok,1,Samochód,36
58665,Oliwier,Pioch,2,Hulajnoga,25
58666,Bianka,Roter,1,Hulajnoga,31
58667,Róża,Sprawka,4,Skuter,23
58668,Nicole,Osipowicz,1,Rower,84
58669,Stefan,Błażejak,1,Hulajnoga,38
58670,Sylwia,Wardziak,2,Skuter,57
58671,Józef,Kandziora,4,Pieszo,24
58672,Damian,Jeka,2,Samochód,88
58673,Jerzy,Uziębło,4,Samochód,82
58674,Marcelina,Bereś,3,Pieszo,20
58675,Ksawery,Wojsław,1,Pieszo,61
58676,Roksana,Siergiej,4,Skuter,77
58677,Melania,Juras,3,Hulajnoga,70
58678,Jeremi,Frelich,1,Skuter,45
58679,Kazimierz,Słupek,1,Rower,53
58680,Albert,Milka,2,Pieszo,55
58681,Liwia,Przekwas,3,Rower,30
58682,Norbert,Żywica,3,Samochód,35
58683,Robert,Barłóg,3,Pieszo,49
58684,Robert,Piskor,4,Pieszo,72
58685,Jan,Gadzina,3,Hulajnoga,45
58686,Julian,Giers,4,Samochód,2
58687,Stefan,Wałaszek,4,Skuter,28
58688,Tymoteusz,Mich,1,Hulajnoga,47
58689,Wiktor,Grzegorzak,4,Pieszo,72
58690,Igor,Solarek,4,Rower,76
58691,Inga,Nazarewicz,1,Samochód,78
58692,Aurelia,Dulik,3,Skuter,16
58693,Ignacy,Piestrzeniewicz,2,Skuter,83
58694,Maksymilian,Kubisz,3,Pieszo,55
58695,Franciszek,Irzyk,4,Pieszo,16
58696,Marcelina,Domek,2,Pieszo,8
58697,Fabian,Kilar,4,Pieszo,73
58698,Rafał,Hampel,1,Rower,21
58699,Marianna,Cacko,4,Samochód,11
58700,Nicole,Kolman,2,Skuter,11
58701,Józef,Witan,4,Pieszo,26
58702,Mieszko,Barszczak,2,Pieszo,44
58703,Klara,Chylak,1,Rower,59
58704,Franciszek,Kielich,1,Pieszo,33
58705,Justyna,Stachewicz,1,Hulajnoga,6
58706,Filip,Kaja,4,Skuter,79
58707,Patryk,Powązka,2,Hulajnoga,78
58708,Melania,Owsiak,1,Samochód,80
58709,Ewelina,Lament,3,Samochód,20
58710,Dorota,Krępa,3,Skuter,86
58711,Karol,Warmuz,2,Pieszo,79
58712,Ksawery,Makoś,1,Skuter,25
58713,Natasza,Cetera,2,Skuter,18
58714,Julianna,Szram,4,Samochód,85
58715,Damian,Kozubal,2,Skuter,76
58716,Krystian,Szlaga,3,Pieszo,20
58717,Sonia,Leks,4,Skuter,81
58718,Mateusz,Maćczak,1,Hulajnoga,3
58719,Karina,Pleskot,1,Skuter,67
58720,Tola,Sobolak,2,Skuter,18
58721,Stanisław,Wielądek,4,Rower,27
58722,Agnieszka,Bitner,4,Rower,14
58723,Antoni,Szyca,2,Samochód,75
58724,Olgierd,Paszkowiak,3,Rower,88
58725,Franciszek,Ławniczek,1,Rower,10
58726,Igor,Kubisz,4,Rower,9
58727,Ewelina,Ubysz,3,Hulajnoga,29
58728,Kamil,Hadaś,4,Skuter,51
58729,Stefan,Dziopa,2,Skuter,76
58730,Antoni,Korbel,1,Pieszo,66
58731,Nela,Kominiak,3,Samochód,85
58732,Bianka,Hermanowicz,4,Hulajnoga,55
58733,Justyna,Oleksiuk,1,Skuter,26
58734,Szymon,Bluszcz,4,Skuter,30
58735,Ewelina,Wypchło,4,Hulajnoga,31
58736,Nicole,Kurczab,2,Samochód,29
58737,Maciej,Gmur,1,Pieszo,43
58738,Radosław,Marosz,4,Hulajnoga,44
58739,Jakub,Ogłaza,1,Hulajnoga,78
58740,Nikodem,Petrus,4,Skuter,70
58741,Elżbieta,Łasica,4,Samochód,55
58742,Tymon,Zmarzły,1,Hulajnoga,16
58743,Damian,Łaciak,4,Pieszo,57
58744,Sonia,Szuta,4,Pieszo,23
58745,Jerzy,Rodzeń,4,Hulajnoga,67
58746,Cyprian,Krefta,1,Samochód,5
58747,Mieszko,Wawszczyk,3,Skuter,52
58748,Kajetan,Wyłupek,3,Samochód,89
58749,Inga,Ziętal,1,Hulajnoga,8
58750,Grzegorz,Dumin,3,Rower,67
58751,Ida,Białczyk,3,Hulajnoga,21
58752,Iwo,Koloch,4,Pieszo,16
58753,Adrianna,Mućko,3,Pieszo,2
58754,Marika,Sopata,3,Hulajnoga,70
58755,Cyprian,Zbroja,2,Samochód,52
58756,Maurycy,Pyszny,4,Skuter,45
58757,Maksymilian,Midura,2,Rower,17
58758,Bianka,Łuc,3,Samochód,65
58759,Kaja,Giersz,2,Pieszo,15
58760,Rozalia,Makieła,1,Hulajnoga,5
58761,Aurelia,Kucharz,2,Skuter,15
58762,Aurelia,Bryndza,1,Rower,56
58763,Paweł,Lenda,4,Hulajnoga,4
58764,Mariusz,Malcher,1,Pieszo,29
58765,Ewa,Władyka,1,Skuter,65
58766,Michał,Krzempek,1,Skuter,26
58767,Wiktor,Misztela,1,Samochód,18
58768,Mikołaj,Wincenciak,4,Skuter,60
58769,Karina,Duszkiewicz,1,Rower,1
58770,Emil,Morys,2,Samochód,9
58771,Oliwier,Oskroba,2,Skuter,70
58772,Ksawery,Ogonek,4,Rower,65
58773,Cezary,Koziarz,1,Hulajnoga,17
58774,Marek,Guzdek,3,Samochód,49
58775,Miłosz,Rzońca,4,Hulajnoga,85
58776,Maksymilian,Oczko,2,Skuter,82
58777,Mieszko,Jędraszek,4,Rower,73
58778,Angelika,Parafiniuk,1,Hulajnoga,55
58779,Marcin,Reichel,2,Skuter,48
58780,Konrad,Apostel,1,Pieszo,4
58781,Alan,Buchholz,3,Skuter,18
58782,Robert,Sklorz,4,Rower,40
58783,Monika,Szpyt,4,Samochód,69
58784,Kornel,Ćmiel,1,Rower,33
58785,Antoni,Krzeszowiec,3,Hulajnoga,80
58786,Bianka,Gierasimiuk,4,Hulajnoga,58
58787,Błażej,Dziarmaga,3,Rower,79
58788,Melania,Taciak,2,Hulajnoga,79
58789,Rafał,Waloszczyk,4,Pieszo,26
58790,Antoni,Żółtek,1,Pieszo,57
58791,Juliusz,Piegza,4,Rower,67
58792,Ada,Powązka,4,Hulajnoga,18
58793,Albert,Lelonek,4,Pieszo,64
58794,Kamila,Osica,1,Hulajnoga,89
58795,Dariusz,Miara,4,Samochód,31
58796,Malwina,Bek,2,Samochód,65
58797,Stefan,Grotek,2,Rower,10
58798,Leon,Majdan,3,Samochód,58
58799,Igor,Pajda,2,Samochód,8
58800,Bianka,Pochopień,1,Hulajnoga,5
58801,Tymon,Szkoła,1,Hulajnoga,79
58802,Wiktor,Hanas,1,Samochód,45
58803,Jakub,Uzar,2,Samochód,19
58804,Malwina,Klemczak,4,Hulajnoga,77
58805,Leon,Maruszczyk,1,Hulajnoga,68
58806,Inga,Siewiera,3,Rower,7
58807,Filip,Mrotek,1,Skuter,90
58808,Jakub,Maszota,1,Pieszo,86
58809,Eliza,Stoltmann,3,Skuter,56
58810,Radosław,Bartman,1,Hulajnoga,8
58811,Bianka,Matula,4,Skuter,22
58812,Filip,Bartel,4,Pieszo,27
58813,Julian,Bubak,2,Rower,59
58814,Aleksander,Kmak,3,Pieszo,65
58815,Filip,Bojdo,4,Samochód,71
58816,Cyprian,Reszke,4,Hulajnoga,49
58817,Marcelina,Lang,4,Pieszo,58
58818,Błażej,Jaroszuk,3,Skuter,75
58819,Kalina,Klupś,4,Samochód,62
58820,Ryszard,Żołnierczyk,3,Pieszo,86
58821,Przemysław,Bek,4,Skuter,55
58822,Oliwier,Witoń,3,Skuter,22
58823,Anna Maria,Bieniak,2,Hulajnoga,20
58824,Hubert,Cichos,2,Hulajnoga,89
58825,Bartek,Sędek,3,Samochód,75
58826,Andrzej,Klupś,2,Samochód,87
58827,Leonard,Praczyk,3,Hulajnoga,29
58828,Dorota,Frelek,3,Skuter,69
58829,Kamil,Wieczerzak,1,Hulajnoga,84
58830,Jan,Ziegler,1,Samochód,57
58831,Borys,Bukowiec,2,Skuter,4
58832,Tola,Fedyk,2,Skuter,31
58833,Karol,Parda,2,Skuter,88
58834,Robert,Fabiańczyk,4,Samochód,69
58835,Jacek,Fedak,4,Rower,8
58836,Stefan,Janiszek,1,Skuter,50
58837,Maksymilian,Kominiak,2,Samochód,71
58838,Agnieszka,Paluszak,3,Samochód,29
58839,Alex,Grotek,3,Rower,71
58840,Maks,Ciuba,4,Pieszo,5
58841,Kornelia,Dąbrowicz,2,Pieszo,64
58842,Patryk,Rurarz,4,Pieszo,57
58843,Krzysztof,Portka,1,Hulajnoga,58
58844,Ryszard,Dziurla,4,Samochód,62
58845,Apolonia,Sroga,2,Hulajnoga,84
58846,Jacek,Bittner,3,Pieszo,11
58847,Róża,Brzykcy,2,Skuter,34
58848,Nicole,Malcher,2,Hulajnoga,8
58849,Przemysław,Jędraszczyk,1,Samochód,71
58850,Maksymilian,Zimniak,1,Rower,24
58851,Radosław,Zajko,2,Hulajnoga,35
58852,Grzegorz,Kranc,2,Rower,86
58853,Krzysztof,Fac,4,Samochód,84
58854,Konstanty,Bobrowicz,4,Rower,22
58855,Malwina,Żołądź,4,Skuter,27
58856,Ignacy,Prostak,3,Skuter,12
58857,Dawid,Kusa,4,Samochód,85
58858,Alex,Lisoń,1,Rower,10
58859,Marcel,Olbrych,1,Samochód,82
58860,Liwia,Rezler,1,Samochód,4
58861,Konrad,Jereczek,4,Skuter,55
58862,Adrian,Wojtarowicz,3,Pieszo,41
58863,Karol,Bela,4,Rower,15
58864,Ewelina,Bembenek,2,Skuter,81
58865,Krystyna,Domian,4,Hulajnoga,82
58866,Janina,Przewłoka,1,Skuter,0
58867,Maciej,Gaudyn,3,Rower,73
58868,Tola,Darłak,1,Rower,13
58869,Melania,Kudela,3,Pieszo,76
58870,Antoni,Polaszek,3,Pieszo,3
58871,Franciszek,Zagożdżon,1,Samochód,3
58872,Maciej,Ochnio,2,Pieszo,29
58873,Urszula,Bork,4,Rower,3
58874,Olga,Chomik,4,Samochód,16
58875,Julianna,Jop,2,Rower,48
58876,Konstanty,Ryznar,3,Skuter,0
58877,Jan,Petrus,3,Skuter,83
58878,Ignacy,Stachelek,1,Hulajnoga,45
58879,Łukasz,Igras,2,Skuter,57
58880,Ksawery,Słaba,1,Skuter,39
58881,Krzysztof,Troka,1,Hulajnoga,80
58882,Gabriel,Jasica,1,Rower,38
58883,Arkadiusz,Marosz,3,Rower,16
58884,Juliusz,Zyga,1,Samochód,50
58885,Kaja,Stanuch,3,Rower,72
58886,Jakub,Czenczek,1,Rower,90
58887,Antoni,Dorawa,2,Skuter,5
58888,Natasza,Sieg,2,Pieszo,53
58889,Tymoteusz,Szwiec,2,Rower,19
58890,Konrad,Mateusiak,1,Pieszo,71
58891,Paweł,Marcińczyk,3,Skuter,61
58892,Melania,Łyczek,3,Hulajnoga,29
58893,Sonia,Nieszporek,2,Rower,68
58894,Przemysław,Sus,1,Rower,65
58895,Hubert,Jamrożek,3,Rower,41
58896,Kazimierz,Dudała,1,Pieszo,2
58897,Kornelia,Kuster,2,Samochód,77
58898,Eliza,Kondej,4,Pieszo,72
58899,Maksymilian,Folga,4,Skuter,79
58900,Stanisław,Szymula,3,Rower,87
58901,Tadeusz,Chromy,2,Skuter,57
58902,Monika,Gąbka,2,Pieszo,25
58903,Rozalia,Majerczyk,2,Hulajnoga,8
58904,Ryszard,Liśkiewicz,1,Samochód,43
58905,Alan,Koćwin,1,Pieszo,41
58906,Tobiasz,Żołądkiewicz,3,Samochód,7
58907,Cyprian,Meissner,2,Samochód,65
58908,Tymon,Gzyl,1,Skuter,77
58909,Karina,Maszczyk,4,Hulajnoga,60
58910,Hubert,Kuba,2,Hulajnoga,85
58911,Karina,Kilar,4,Rower,74
58912,Elżbieta,Apostel,1,Samochód,41
58913,Jeremi,Handke,4,Rower,73
58914,Marika,Oleksa,3,Pieszo,70
58915,Filip,Sudnik,2,Skuter,83
58916,Klara,Dolega,1,Samochód,71
58917,Marcelina,Wawrzynek,3,Hulajnoga,33
58918,Lidia,Gniewek,3,Samochód,13
58919,Kamil,Szywała,2,Samochód,64
58920,Gaja,Ofiara,4,Pieszo,65
58921,Iwo,Niemira,2,Rower,77
58922,Anita,Wołkowicz,2,Pieszo,10
